frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,-0.32156175,-0.4211678,-0.101992056,-0.3316038,-0.01321964,0.06279164,-0.09997489,0.27758583,-0.0994502,0.1062778,0.26958728,0.04378349,0.07134874,-0.14413042,0.15511413,0.25719827,-0.4983685,-0.05195077,-0.69833213,0.57777137,-0.04740156,-0.4491481,0.577545,-0.12720655,-0.20665944,0.6956141,-0.025154307,0.047811277,0.6944033,0.13664144,0.15606585,0.44091433,0.15946189,-0.08487483,0.4652669,0.22384486,-0.10202575,0.7480887,0.074049935,-0.19431433,0.94079256,0.11533582,-0.270494,0.8060525,0.12439495,-0.24923307,0.85518354,0.1557934,-0.2567179,0.8572537,0.089701064,-0.14911874,0.87253606,0.18440071,-0.1708082,0.8796277,0.037389252,0.0031514540314674377,0.27358657121658325,-0.027833355590701103
