frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
1,-0.29277822,-0.37712429999999997,0.021322132999999997,0.07001373,-0.14795999,0.1388846,-0.07989500000000001,0.2725083,0.08681832,0.05817201,0.27821946,-0.13820767,0.25210804,-0.064972885,0.009441939,0.15785268,-0.47174212,-0.17562439999999999,0.23917961,-0.0827048,0.2730327,0.16249229,0.18240505,0.2925123,0.23967372,0.46180508,0.26923296,0.3611885,0.48983902,0.0018355912,0.33364806,0.23933795,-0.13794442,0.3878688,-0.018315515,-0.068354264,0.34525859999999997,0.5146853,0.15976745,0.52284664,0.61717653,0.23065719,0.5188788,0.46155882,0.22395985,0.54115325,0.5132449,0.19720146,0.5163869000000001,0.51244164,0.26022744,0.49117595,0.5830343000000001,0.13616475,0.43527558,0.57948816,0.27860707,-0.010861493647098541,0.27536386251449585,-0.02569467574357986
2,-0.24801186,-0.37887755,0.03751725,0.097505674,-0.1258945,0.16204348,-0.08690108,0.27792059999999996,0.08227304,0.061508078,0.27588242,-0.13901386,0.26091433,-0.05349758,0.038615963999999996,0.14081478,-0.45444113,-0.14251208,0.24235176,-0.07232491,0.28873777,0.16754231,0.1962783,0.29767886,0.23262626,0.47741833,0.2693605,0.36583224,0.48305792,0.006812724300000001,0.34516907,0.21666005,-0.10171263,0.39260978,-0.04264694,-0.022757575,0.34222203,0.5206722,0.16074000000000002,0.51748455,0.6270352,0.23068213,0.51336724,0.47086617,0.23635241,0.5367506999999999,0.52046937,0.20632334,0.50926614,0.52462757,0.26830143,0.48950785,0.5854511,0.13732763,0.42714083,0.5931781,0.27794266,-0.012696502730250359,0.276901513338089,-0.028370406478643417
3,-0.1946025,-0.38803315,0.020207448,0.12569399,-0.11235463,0.16157064,-0.08678566,0.2776956,0.08295887,0.058337375999999996,0.278588,-0.1408811,0.2700513,-0.040187977,0.04533475,0.12982576,-0.43958329999999995,-0.12102324,0.21812353,-0.061082065,0.3058437,0.15457281,0.21080625,0.30440253,0.221923,0.49214056,0.26932496,0.36015928,0.50155747,0.00467234,0.34920037,0.23689770000000004,-0.11190086,0.3962051,-0.024279796,-0.037647095,0.33340636,0.5393266,0.16059296,0.5038924,0.6545466,0.2338677,0.50441074,0.49853405,0.24345647,0.5272939,0.54833966,0.21293929,0.49732748,0.55315405,0.27378009999999997,0.48069543,0.6098851,0.14021572,0.41274852,0.6191209,0.27849397,-0.014224141836166382,0.2781417965888977,-0.028961118310689926
4,-0.034984354,-0.42447799999999997,0.039541394,0.18127681,-0.055192526,0.17772349999999998,-0.08696305,0.27836633,0.08633393,0.052115037999999995,0.28912383,-0.14502293,0.29134440000000006,-0.02162752,0.018994102,0.10738568,-0.3940763,-0.16254175,0.13118105,-0.057496122999999996,0.29103720000000005,0.098979846,0.22102779,0.29627195,0.21245179,0.4932679,0.27703285,0.36313605,0.50896925,0.006895475,0.34641668,0.25224763,-0.13416222,0.39265102,-0.015770728,-0.079925045,0.33523303,0.54442215,0.16666070000000002,0.5142628,0.6623951,0.22988136,0.5204594,0.50569105,0.22007933,0.5357624,0.5601611999999999,0.19202761,0.51777256,0.5561928,0.2579851,0.47489548,0.6276556999999999,0.13706693,0.43253082,0.61763847,0.28735079999999996,-0.017424006015062332,0.28374508023262024,-0.029344499111175537
5,0.082335256,-0.3795995,0.12108059,0.24160933,0.03582741,0.19773464,-0.08077386,0.28632224,0.091348946,0.039980337000000005,0.28297397,-0.15414098,0.30525982,-0.012670938999999999,0.0013206036999999999,0.0646186,-0.3738289,-0.13112879,0.05682914,-0.032821283,0.28521731,0.078580245,0.24858484,0.29046170000000004,0.22629108,0.50422007,0.25425345,0.37648576,0.49687725,-0.020736886,0.36276042,0.23291218,-0.15226936,0.42249456,-0.033076685,-0.09273618,0.350559,0.54318565,0.13844949999999998,0.52851427,0.66223586,0.20604016,0.53440213,0.50445753,0.20126760000000002,0.55206597,0.5582709,0.17293337,0.529241,0.5562022,0.23756751,0.49562687,0.6244451,0.110930085,0.4426597,0.6194544,0.258727,-0.02039676159620285,0.2846481204032898,-0.03139601647853851
6,0.25459096,-0.47246093,0.03404998,0.25030549999999996,-0.020615991,0.12522715,-0.059603024000000004,0.2701524,0.102496296,0.024867558999999997,0.2953185,-0.15113252,0.23888649999999997,-0.09185939,-0.09023442,-0.060738504000000006,-0.42182904,-0.19440098,-0.014174473,0.008954619,0.2893361,0.04702026,0.2826249,0.2964272,0.21835448,0.52394223,0.25353277,0.35436103,0.5328146,-0.027697597,0.34053862,0.26568055,-0.15253443,0.3999229,0.0033924063000000003,-0.08103445,0.3363649,0.571142,0.13384944,0.5194268,0.68447214,0.19937277,0.5165448,0.52699214,0.19304703,0.5368071999999999,0.57994246,0.16529623,0.5148659999999999,0.5785425999999999,0.22974414,0.48374432,0.6492353,0.10456492,0.43295813,0.64579636,0.25125867,-0.017367731779813766,0.2827354669570923,-0.02431811392307281
7,0.28488407,-0.47823185,0.02301234,0.23995517,-0.0312793,0.10797638,-0.056050975,0.2667335,0.10353194,0.024904232000000002,0.30291367,-0.14579578,0.20171581,-0.10558954599999999,-0.13127998,-0.10249979,-0.41573903,-0.2696903,-0.040112924,0.030567728,0.2797502,0.0343523,0.29771134,0.30207333,0.21074885,0.53453875,0.26284996,0.34435278,0.5562098000000001,-0.020094996,0.341895,0.29651076,-0.15754601,0.41596579999999994,0.036610335,-0.102382444,0.32751772,0.5902071,0.14291184,0.50416523,0.7162436,0.20664999,0.5142263,0.55950904,0.19527853,0.5288611999999999,0.6149967,0.16877583,0.50965124,0.6096965,0.23369654,0.46791059999999995,0.68069386,0.11228697,0.42329124,0.6689321,0.26018432,-0.015573371201753616,0.2848235964775085,-0.021131917834281918
8,0.2570902,-0.4891891,-0.009188153000000001,0.24091549,-0.044191737,0.08642919,-0.039890822,0.26433307,0.10869211,0.01054548,0.30298590000000003,-0.14685749,0.18978818,-0.09957036,-0.17280383,-0.13410279,-0.40392384,-0.26823074,-0.005985773000000001,0.021109289,0.25282824,0.06907602,0.28708515,0.28100377,0.23681615,0.52781105,0.24039032,0.35033053,0.5539998,-0.0466793,0.35698968,0.29381692,-0.18048945,0.4417224,0.03592019,-0.13204615,0.34197125,0.5875424,0.11562106,0.5055645000000001,0.7272735,0.17466898,0.5294281999999999,0.57199526,0.17548612,0.54141587,0.62641406,0.14609231,0.5182627000000001,0.6239493,0.20968127,0.47906482,0.68228126,0.081006065,0.42656884,0.6767614000000001,0.22569658,-0.014672670513391496,0.2836594879627228,-0.0190826877951622
9,0.18343687,-0.45159078,-0.026220523,0.25440058,-0.024284074,0.107320696,-0.0542651,0.27039945,0.10492425,0.01972724,0.3002738,-0.14981787,0.22498818,-0.09240852,-0.11546121,-0.07341749,-0.39521143,-0.28131118,0.13058764,-0.02357365,0.27913553,0.12903175,0.25554964,0.29233986,0.24412563,0.5254079,0.24065596,0.33760118,0.5626573,-0.05407293,0.32230133,0.30925852,-0.20399672,0.39836106,0.04290158,-0.18870182,0.33877194,0.5893666999999999,0.11204347,0.51971155,0.7099438,0.17101094,0.52636117,0.55331373,0.15424424,0.5411254,0.609166,0.12857416,0.52363306,0.6024262,0.19408008,0.47966534,0.6788856,0.07627995,0.43891114,0.66238075,0.22546029,-0.01726892963051796,0.28533661365509033,-0.022446811199188232
10,-0.007126605,-0.4459378,0.016978128000000002,0.22214371,-0.07036199,0.13157746,-0.061676115,0.26630893,0.1017736,0.02621966,0.30096775,-0.14956068,0.27004355,-0.0638812,-0.09348899,0.020265194,-0.39754468,-0.28788307,0.21103175,-0.048070785,0.2748997,0.16551183,0.22928277,0.2963648,0.23850188,0.51602626,0.2554877,0.32501704,0.5705811,-0.034852695,0.29260936,0.3227514,-0.19104281,0.36259797,0.05423378,-0.16670367,0.3276558,0.587129,0.132157,0.50701326,0.7050996,0.19596024,0.5150758,0.54882103,0.17425036,0.5293073,0.6054665,0.15022464,0.5119951,0.59672326,0.21569419,0.46683013,0.6765314,0.10071539,0.42674044,0.65498394,0.24931328,-0.017728228121995926,0.2836383581161499,-0.02389353886246681
