frame,Ankle.R_x,Ankle.R_y,Ankle.R_z,Knee.R_x,Knee.R_y,Knee.R_z,Hip.R_x,Hip.R_y,Hip.R_z,Hip.L_x,Hip.L_y,Hip.L_z,Knee.L_x,Knee.L_y,Knee.L_z,Ankle.L_x,Ankle.L_y,Ankle.L_z,Wrist.R_x,Wrist.R_y,Wrist.R_z,Elbow.R_x,Elbow.R_y,Elbow.R_z,Shoulder.R_x,Shoulder.R_y,Shoulder.R_z,Shoulder.L_x,Shoulder.L_y,Shoulder.L_z,Elbow.L_x,Elbow.L_y,Elbow.L_z,Wrist.L_x,Wrist.L_y,Wrist.L_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,Eye.L_x,Eye.L_y,Eye.L_z,Eye.R_x,Eye.R_y,Eye.R_z,Ear.L_x,Ear.L_y,Ear.L_z,Ear.R_x,Ear.R_y,Ear.R_z,hip.Center_x,hip.Center_y,hip.Center_z
0,-0.11985764,-0.41531703,-0.063134566,-0.24460462,-0.03830352,0.106589295,-0.0859326,0.24884251,-0.12372702,0.079046786,0.2863387,0.06640119,0.19989996,-0.11882716,0.11344099,0.4344884,-0.45404026,-0.07681633,-0.48054552,0.13612294,-0.10924251,-0.31473953,0.31802458,-0.20232378,-0.32779765,0.55886275,-0.05998871,-0.2778456,0.52829754,0.21721111,-0.37661332,0.26671422,0.2245611,-0.59950876,0.13106287,0.17515858,-0.3329002,0.59225976,0.098271035,-0.4974524,0.71848917,0.16515277,-0.483213,0.56970835,0.20569812,-0.47798544,0.62799156,0.22393481,-0.5149229,0.60978776,0.17169097,-0.40297586,0.69413686,0.19977938,-0.48509917,0.6581123,0.08084622,-0.003442905843257904,0.26759058237075806,-0.028662916272878647
